time,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8
1599267308.8032947,1,2,3,4,5,6,7,8
2.078838586807251,491,491,496,488,496,499,503,507
2.180739164352417,491,491,496,488,496,499,502,507
2.2832024097442627,491,491,496,488,496,499,503,507
2.386176824569702,491,491,496,488,496,499,502,507
2.488595724105835,491,491,496,488,496,500,503,507
2.5911974906921387,491,490,496,488,496,500,503,507
2.6890759468078613,491,490,496,488,496,499,503,507
2.79184627532959,491,490,496,488,496,500,502,507
2.894169569015503,491,490,496,488,496,499,502,507
2.996319055557251,491,491,496,488,496,499,503,507
3.0985751152038574,491,490,496,488,496,500,503,507
3.2017123699188232,491,491,496,488,496,499,503,507
3.3039803504943848,491,491,496,488,496,499,503,507
3.405892848968506,491,491,496,488,496,499,503,507
3.50895357131958,491,490,496,488,496,500,504,507
3.6112115383148193,490,491,496,489,496,500,503,507
3.7134461402893066,490,491,496,488,496,499,504,507
3.8160400390625,490,491,496,488,497,500,503,507
3.918212890625,492,490,496,488,496,500,503,507
4.020838737487793,491,490,496,488,496,500,503,507
4.123287200927734,491,490,496,488,496,500,503,507
4.225459337234497,491,490,496,488,497,500,503,507
4.328218698501587,491,490,496,489,496,500,503,507
4.43047308921814,491,490,496,489,496,500,503,507
4.53289794921875,490,490,497,488,497,500,503,507
4.635110378265381,490,490,496,488,496,500,503,507
4.733203411102295,491,490,496,488,496,500,504,507
4.8359363079071045,491,491,497,488,496,500,503,507
4.938283681869507,491,490,496,488,496,500,503,507
5.040869235992432,490,490,496,488,496,500,503,507
5.143287658691406,490,490,496,488,496,500,504,507
5.245687007904053,490,490,496,488,497,500,504,507
5.348108530044556,490,490,496,488,496,500,504,507
5.450437545776367,490,490,496,488,496,501,504,507
5.552455425262451,490,490,496,488,497,500,504,507
5.6548144817352295,490,490,496,488,497,500,504,507
5.757909536361694,490,490,496,489,496,500,504,507
5.859806299209595,490,490,496,488,496,501,504,507
5.962531089782715,490,490,496,488,496,500,504,507
6.064912557601929,490,490,496,488,496,501,505,507
6.167269706726074,491,490,496,488,496,500,504,507
6.2687828540802,490,490,496,488,496,500,504,507
6.372283697128296,490,490,496,488,497,501,504,507
6.474297761917114,490,490,496,488,497,500,504,507
6.57712459564209,490,490,496,488,496,501,504,508
6.679685354232788,490,490,496,488,496,501,504,507
6.777621269226074,490,490,496,488,496,500,504,507
6.879796981811523,490,490,497,488,497,500,504,508
6.982604026794434,491,490,496,488,497,500,504,507
7.084973335266113,490,490,496,488,497,500,504,507
7.187407493591309,490,490,496,488,496,500,504,507
7.289044380187988,490,490,496,488,496,500,504,507
7.3922178745269775,490,490,496,488,496,500,504,507
7.493932247161865,490,490,496,488,496,500,505,507
7.596845865249634,490,490,496,488,496,500,504,508
7.699325323104858,490,490,496,488,496,500,505,507
7.802093029022217,490,490,496,488,496,500,504,507
7.904285192489624,490,490,496,488,496,500,504,507
8.006670713424683,491,491,496,489,496,500,505,507
8.109071254730225,490,490,496,488,496,501,504,507
8.211766004562378,490,490,496,488,497,500,504,507
8.313047885894775,490,490,496,488,496,500,504,507
8.416418075561523,490,490,496,488,496,500,505,508
8.518404483795166,490,490,496,488,496,501,504,507
8.620614051818848,490,490,497,488,497,500,505,507
8.7234046459198,490,490,496,488,496,501,505,507
8.821823120117188,490,490,496,488,496,500,505,507
8.924024105072021,490,490,497,488,496,500,505,507
9.026570796966553,490,490,496,488,496,500,505,508
9.12908935546875,490,490,496,488,496,500,505,508
9.231132984161377,490,490,496,488,497,501,505,507
9.333049058914185,491,490,496,489,496,501,505,507
9.435934066772461,491,490,496,488,496,501,505,507
9.538813352584839,490,490,496,489,497,500,505,508
9.641164779663086,490,490,496,488,496,500,504,507
9.743052005767822,491,490,496,488,496,500,505,507
9.845986604690552,490,490,496,488,496,500,504,507
9.94843339920044,490,490,497,488,496,501,504,507
10.050798654556274,491,490,497,488,496,501,505,507
10.153212785720825,491,490,496,488,496,500,505,507
10.255497932434082,490,491,496,488,496,501,504,507
10.35801100730896,490,490,496,488,496,500,505,507
10.460148811340332,490,490,496,488,496,501,504,507
10.562536239624023,490,490,496,489,496,500,505,507
10.665202140808105,490,490,497,488,496,500,504,507
10.76749324798584,491,490,497,488,496,501,504,507
10.865452527999878,490,490,496,488,497,500,504,507
10.968563318252563,490,490,496,488,496,500,504,507
11.070821523666382,490,490,496,488,496,501,505,507
11.173439025878906,491,490,497,488,496,500,505,508
11.275510311126709,490,491,496,488,496,500,504,507
11.378013610839844,490,490,496,488,496,500,505,507
11.480772972106934,490,490,497,489,496,501,505,507
11.58288288116455,491,490,496,489,496,500,504,507
11.685482740402222,490,490,496,488,496,501,505,507
11.787186861038208,490,490,496,488,496,499,505,508
11.889983177185059,490,490,496,488,496,500,505,507
11.992683410644531,490,490,496,488,496,500,505,508
12.09496021270752,490,490,496,488,496,500,505,507
time,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8
12.197521448135376,490,490,496,488,496,500,505,508
12.299689531326294,490,490,496,488,496,500,505,507
12.401851892471313,490,490,496,488,496,500,505,507
12.504517555236816,490,490,496,488,496,501,505,507
12.607000827789307,490,490,496,488,496,500,505,508
12.708849668502808,490,490,496,488,496,500,505,508
12.811761140823364,490,490,496,488,496,500,505,508
12.910040616989136,490,490,496,488,496,501,505,508
13.01251769065857,490,490,496,488,496,500,505,508
13.114711284637451,490,489,496,488,496,500,505,508
13.217018842697144,490,490,496,488,496,501,505,508
13.319932222366333,490,489,496,488,496,500,505,508
13.421499013900757,490,490,496,487,496,500,505,508
13.524580955505371,490,489,496,488,495,500,505,508
13.62691617012024,489,489,496,487,496,500,505,508
13.728845834732056,490,489,496,487,496,500,505,508
13.831758737564087,489,489,496,487,496,500,505,507
13.934196949005127,489,489,496,487,496,500,505,508
14.036656856536865,489,489,496,487,496,500,505,508
14.138860702514648,489,489,496,487,496,500,505,508
14.240877628326416,489,489,496,487,496,500,505,508
14.343828201293945,489,489,496,487,496,500,505,508
14.445998668670654,490,489,496,488,496,500,505,508
14.548656225204468,489,489,496,487,496,500,505,508
14.651037454605103,489,490,496,488,496,500,505,508
14.75312089920044,490,489,496,487,496,500,505,508
14.85578989982605,490,489,496,487,496,500,505,508
14.953984260559082,489,489,496,487,496,500,505,508
15.055875539779663,489,489,496,487,496,500,505,508
15.15882420539856,489,489,496,487,496,501,506,508
15.261459112167358,489,489,496,487,496,500,505,508
15.363927841186523,489,489,496,487,496,500,505,508
15.466333866119385,490,489,496,487,496,500,505,508
15.56810998916626,489,489,496,487,496,500,505,508
15.671119928359985,490,489,496,487,496,500,505,508
15.773739576339722,489,489,496,487,496,500,505,508
15.875710248947144,489,489,496,487,496,500,505,508
15.978577375411987,490,489,496,487,496,500,505,508
16.080684900283813,490,490,496,487,496,500,505,508
16.183047771453857,489,489,496,487,496,500,505,508
16.285503149032593,490,489,496,487,496,500,505,509
16.387632369995117,489,490,496,487,496,500,506,509
16.49019980430603,490,489,496,487,496,500,505,509
16.59265971183777,489,489,496,487,495,500,506,508
16.695325136184692,489,489,496,487,496,500,505,509
16.797594785690308,489,489,496,487,495,500,506,509
16.90001082420349,489,489,496,487,495,500,506,509
16.99833655357361,489,490,496,487,496,500,505,509
17.100372552871704,490,489,496,487,496,500,506,509
17.20289707183838,489,489,496,487,496,500,506,508
17.305707931518555,489,490,496,487,496,500,505,509
17.40760564804077,489,489,496,487,496,500,506,509
17.51042866706848,489,489,496,487,496,500,506,509
17.61215043067932,489,489,496,487,496,500,506,509
17.71521520614624,489,489,496,487,496,500,505,509
17.81752109527588,489,489,496,487,496,500,505,509
17.919790506362915,490,489,496,487,495,500,506,509
18.022390127182007,489,489,496,487,496,500,505,509
18.124676942825317,489,489,496,487,495,500,506,509
18.227214336395264,490,489,496,487,496,500,505,509
18.32963538169861,489,490,496,487,496,500,505,509
18.431987762451172,490,489,496,487,495,500,505,509
18.534326553344727,490,489,496,487,496,500,505,509
18.636967420578003,489,489,496,487,495,500,505,509
18.739066123962402,489,489,496,487,496,500,506,509
18.841679096221924,489,489,496,487,496,500,506,509
18.944117784500122,490,489,496,487,496,500,505,509
19.04269552230835,489,489,496,487,496,500,505,509
19.144841194152832,489,490,496,487,496,500,505,509
19.247143507003784,489,489,496,487,496,500,505,509
19.349942445755005,489,489,496,487,496,500,506,509
19.451695442199707,489,489,496,487,496,500,506,508
19.553714275360107,489,489,496,487,496,500,505,509
19.656567573547363,489,489,496,487,496,500,505,508
19.759480953216553,489,489,497,487,496,500,505,508
19.861724138259888,489,489,496,487,496,500,505,508
19.96347188949585,489,489,496,487,496,500,505,509
20.066515922546387,489,489,496,487,496,501,505,509
20.169015407562256,489,489,496,487,496,500,505,508
20.27043914794922,489,489,496,487,496,500,505,508
20.373131275177002,489,489,496,487,496,500,505,508
20.475907802581787,489,489,496,487,496,500,505,508
20.577583074569702,489,489,496,487,496,500,505,508
20.680663585662842,489,489,496,487,495,500,505,508
20.782392024993896,489,489,496,487,496,500,506,508
20.884754419326782,489,489,496,487,496,500,506,508
20.987977027893066,489,489,496,487,496,500,506,508
21.086610317230225,489,489,496,487,496,500,505,508
21.189085960388184,489,488,496,487,496,500,505,508
21.29080605506897,489,489,496,487,496,500,505,507
21.393898487091064,489,489,496,487,496,500,505,508
21.496171951293945,489,489,496,487,496,500,506,508
21.597527503967285,489,489,497,487,496,500,506,508
21.700257778167725,489,488,497,487,496,500,506,508
21.803379774093628,489,489,496,487,496,500,505,507
21.90568470954895,489,489,497,487,496,500,505,508
22.007372617721558,489,488,497,487,496,500,505,507
22.110612630844116,489,489,496,487,496,500,505,507
22.21282148361206,489,489,496,487,497,501,505,508
22.31546401977539,489,489,496,488,496,500,505,507
time,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8
22.41815972328186,489,489,496,487,496,501,505,508
22.519891500473022,489,488,496,487,496,501,504,507
22.62190079689026,490,489,496,487,496,500,505,507
22.724733591079712,489,488,496,487,496,500,505,507
22.826874017715454,489,488,496,487,496,501,505,507
22.929765939712524,489,490,496,487,497,500,505,507
23.032392501831055,489,489,496,487,496,500,505,507
23.130032300949097,489,489,496,487,496,501,505,507
23.23275852203369,489,489,497,488,496,500,504,507
23.335291147232056,489,489,496,487,497,500,504,507
23.437888383865356,489,489,496,487,496,500,504,507
23.540407180786133,489,489,496,487,496,500,504,507
23.642711400985718,489,489,497,487,497,501,504,507
23.745023488998413,489,489,496,487,497,500,504,507
23.847017526626587,489,489,496,487,496,500,505,507
23.949743270874023,489,489,496,487,496,500,504,507
24.051742792129517,490,489,497,487,496,500,504,506
24.15466332435608,489,489,496,487,496,501,504,507
24.256205081939697,489,490,497,487,496,500,504,506
24.359591960906982,489,489,497,487,497,500,505,506
24.461621046066284,490,489,497,487,496,500,504,506
24.564330577850342,490,489,497,487,496,500,504,506
24.665878772735596,489,489,497,488,497,500,504,506
24.769131898880005,490,489,497,488,496,500,504,506
24.871535062789917,490,489,497,487,496,500,504,506
24.9739031791687,489,489,497,487,497,500,504,506
25.07143783569336,490,490,497,487,496,500,504,506
25.174164056777954,490,489,497,487,496,500,504,506
